nivel_escolar,duracion_estimada_min,numero_paginas,numero_items,porcentaje_visual,densidad_simbolos,prop_operaciones_aritmeticas,prop_fracciones_decimales,prop_variables_algebraicas,prop_ecuaciones,prop_patrones_funciones,prop_figuras_geometricas,prop_medicion_angulos,prop_coordenadas,prop_tablas_graficos,prop_estadistica_descriptiva,prop_probabilidad,prop_contexto_problemas,dificultad_estimada,ejemplos_resueltos,elementos_visuales,indice_interactividad,categoria_curricular
7,44,8,25,51.83,0.4563,0.2342,0.3786,0.539,0.3077,0.2831,0.6104,0.5905,0.3775,0.3927,0.2431,0.4244,0.5009,2,2,5,0.2022,2
6,32,12,12,88.2,0.3444,0.4046,0.2361,0.2077,0.1929,0.4652,0.6687,0.2163,0.1978,0.8888,0.3792,0.3863,0.6424,1,3,10,0.5527,3
11,35,13,21,63.37,0.341,0.1217,0.3191,0.4379,0.26,0.3277,0.5506,0.2116,0.5363,0.577,0.6012,0.1941,0.4796,2,4,7,0.4508,2
6,53,17,26,73.99,0.0461,0.1617,0.7007,0.185,0.1435,0.1177,0.8417,0.5493,0.5843,0.2216,0.3178,0.179,0.5885,2,2,11,0.4908,2
9,29,10,23,53.23,0.5513,0.9456,0.5591,0.1471,0.3162,0.1933,0.4828,0.1225,0.2714,0.524,0.319,0.0267,0.6618,2,2,8,0.4867,0
10,44,18,27,24.52,0.5419,0.1724,0.4644,0.679,0.6932,0.3897,0.1549,0.1925,0.2121,0.042,0.1662,0.4431,0.402,3,4,2,0.3761,1
6,20,10,10,68.0,0.2786,0.3083,0.3856,0.3081,0.2628,0.5976,0.2754,0.2812,0.1649,0.8268,0.6798,0.6794,0.52,1,4,11,0.5525,3
7,27,14,14,50.57,0.4848,0.2443,0.1843,0.5696,0.433,0.4181,0.1804,0.1309,0.1053,0.8,0.5593,0.4219,0.3231,2,4,7,0.398,3
5,17,4,14,58.94,0.3444,0.2699,0.0876,0.1465,0.5501,0.2658,0.2545,0.5799,0.5332,0.6865,0.6495,0.158,0.3727,1,2,8,0.2487,3
5,42,10,22,58.06,0.1235,0.4341,0.19,0.0302,0.0873,0.4417,0.7669,0.6285,0.7669,0.1911,0.0807,0.3589,0.4573,1,3,8,0.2501,2
10,61,24,32,44.96,0.7206,0.3826,0.1087,0.8487,0.7887,0.338,0.2552,0.3287,0.3958,0.3696,0.3649,0.2596,0.5665,4,5,7,0.4391,1
5,38,17,22,63.12,0.3637,0.3598,0.2137,0.2892,0.1619,0.1375,0.6127,0.705,0.2311,0.2188,0.1705,0.178,0.4497,2,4,8,0.4602,2
10,39,12,17,57.36,0.62,0.9725,0.5724,0.5856,0.0783,0.4675,0.4501,0.5788,0.3001,0.3284,0.2189,0.1048,0.5231,3,2,8,0.3484,0
11,36,11,25,39.11,0.6013,0.0936,0.1231,0.7152,0.5785,0.7485,0.1548,0.206,0.2048,0.3539,0.3564,0.0967,0.2267,3,4,4,0.255,1
9,55,13,26,63.94,0.4013,0.2712,0.5132,0.5216,0.3183,0.6132,0.5018,0.2836,0.2578,0.3153,0.4113,0.0251,0.1241,3,2,6,0.6529,1
6,34,9,17,42.89,0.394,0.1468,0.1079,0.3823,0.1842,0.2611,0.2008,0.4214,0.6165,0.4033,0.2491,0.278,0.1855,2,4,7,0.707,2
9,51,16,23,17.76,0.4027,0.7757,0.2732,0.1687,0.5506,0.4795,0.0834,0.6059,0.3066,0.0066,0.1695,0.1898,0.3619,3,5,6,0.4062,0
8,36,15,23,65.73,0.3655,0.0922,0.2269,0.408,0.3181,0.3479,0.1756,0.2321,0.0886,0.5645,0.8201,0.5996,0.4053,3,2,10,0.4715,3
9,37,14,16,40.29,0.602,0.635,0.5854,0.5091,0.119,0.2494,0.2475,0.131,0.0747,0.3365,0.185,0.2173,0.5806,2,4,8,0.5838,0
8,34,11,17,70.27,0.363,0.2075,0.08,0.7831,0.4889,0.4905,0.3858,0.5506,0.2869,0.3047,0.5116,0.4246,0.5245,3,6,9,0.4415,1
11,50,19,20,44.76,0.3998,0.1547,0.4905,0.1806,0.5524,0.3584,0.4744,0.3607,0.5304,0.4542,0.2543,0.4882,0.4807,3,2,9,0.2974,2
12,47,22,30,95.0,0.1226,0.0795,0.5995,0.1266,0.2295,0.3806,0.8135,0.796,0.49,0.507,0.1558,0.5164,0.3719,4,3,14,0.2855,2
8,39,8,18,39.28,0.3977,0.6165,0.5455,0.3251,0.0764,0.3496,0.0777,0.3572,0.3291,0.3588,0.2068,0.3306,0.4968,2,4,2,0.4574,0
8,30,6,13,44.76,0.3935,0.526,0.5136,0.4348,0.4783,0.2835,0.2557,0.2069,0.2243,0.1025,0.1777,0.043,0.3165,2,2,6,0.2384,0
5,23,6,17,26.43,0.4616,0.5956,0.62,0.5826,0.5232,0.4116,0.0526,0.2581,0.1083,0.3762,0.4575,0.3158,0.5767,2,3,8,0.7705,1
9,65,25,29,88.31,0.2173,0.0706,0.0084,0.4403,0.2495,0.5468,0.5402,0.3396,0.3632,0.8639,0.5805,0.4254,0.6073,4,3,12,0.5429,3
5,34,16,21,47.36,0.3022,0.4763,0.1284,0.3958,0.1258,0.1172,0.3348,0.1501,0.2553,0.6893,0.6018,0.61,0.3635,2,3,5,0.5378,3
8,23,14,18,81.56,0.2659,0.2877,0.1841,0.2742,0.2546,0.3821,0.4378,0.3268,0.3172,0.9671,0.6131,0.4359,0.4483,2,3,10,0.6664,3
8,33,15,22,43.59,0.5609,0.801,0.7898,0.1378,0.5566,0.3522,0.5551,0.1979,0.1164,0.1034,0.0336,0.176,0.4754,2,5,4,0.1674,0
9,41,13,19,60.65,0.3052,0.5193,0.766,0.2054,0.2853,0.1665,0.5615,0.2944,0.238,0.1727,0.1834,0.1482,0.6007,2,2,9,0.2771,0
9,26,12,15,46.0,0.3296,0.4392,0.371,0.3244,0.2898,0.3231,0.1751,0.2747,0.1338,0.4776,0.7624,0.5285,0.7117,3,7,9,0.4158,3
12,48,21,29,35.85,0.4751,0.5842,0.2387,0.1268,0.1401,0.1122,0.1132,0.3782,0.2152,0.3185,0.3852,0.5902,0.3233,4,3,8,0.6396,3
5,32,7,15,42.05,0.4526,0.5221,0.6917,0.4166,0.3442,0.2131,0.0362,0.2288,0.1949,0.3618,0.4405,0.2904,0.5496,1,5,6,0.416,0
8,20,14,11,25.99,0.3431,0.7251,0.5986,0.2297,0.0938,0.1734,0.1875,0.4024,0.3586,0.1555,0.088,0.3071,0.2986,2,2,5,0.6875,0
7,25,5,13,41.11,0.489,0.8532,0.554,0.2775,0.2242,0.3715,0.1556,0.353,0.0928,0.283,0.4716,0.1424,0.5906,1,2,5,0.3273,0
10,28,22,16,45.43,0.4276,0.4621,0.674,0.1872,0.3605,0.3644,0.2543,0.4372,0.2697,0.1417,0.2057,0.4263,0.7097,3,5,7,0.2565,0
10,38,17,22,56.35,0.2008,0.2934,0.0464,0.0737,0.4961,0.5853,0.2187,0.6193,0.4594,0.3606,0.5512,0.4019,0.4152,3,6,9,0.4673,2
5,29,4,14,51.93,0.4673,0.3145,0.118,0.5099,0.2302,0.0679,0.566,0.731,0.6989,0.2344,0.1295,0.0943,0.4367,1,2,6,0.3882,2
12,57,17,30,51.39,0.6717,0.7244,0.6263,0.8357,0.5469,0.427,0.1104,0.5667,0.3044,0.2998,0.216,0.0891,0.5279,3,4,6,0.2188,0
6,38,20,27,36.06,0.3878,0.1901,0.32,0.2441,0.3495,0.5708,0.025,0.4603,0.5247,0.3324,0.4051,0.1204,0.4554,2,3,4,0.5213,1
8,29,10,15,65.14,0.3028,0.3778,0.2764,0.3653,0.0648,0.1663,0.4573,0.7424,0.6004,0.503,0.0951,0.4744,0.4895,3,4,9,0.4978,2
10,42,20,21,49.19,0.6017,0.3806,0.3995,0.5894,0.8053,0.3404,0.5487,0.2511,0.2045,0.2322,0.3718,0.2063,0.0,3,1,9,0.1899,1
10,28,4,13,44.97,0.4365,0.2394,0.7841,0.2364,0.3085,0.0934,0.0797,0.4306,0.4265,0.3053,0.3803,0.3175,0.2626,2,4,11,0.4271,0
10,52,17,24,44.09,0.3312,0.713,0.7142,0.15,0.1925,0.0727,0.4333,0.1711,0.5314,0.3564,0.081,0.5157,0.4692,3,2,4,0.4219,0
11,51,17,28,32.14,0.4702,0.232,0.4214,0.3367,0.1707,0.4602,0.1459,0.4856,0.0405,0.2519,0.2565,0.1492,0.5194,3,4,9,0.2872,1
5,24,16,12,32.49,0.5667,0.3362,0.2306,0.5712,0.3813,0.5373,0.1383,0.2663,0.2201,0.134,0.1247,0.0227,0.4937,2,4,4,0.5929,1
5,26,13,21,70.63,0.4182,0.1952,0.3089,0.1209,0.3725,0.3684,0.2743,0.1524,0.3432,0.5144,0.5569,0.2224,0.5365,2,2,6,0.5334,3
10,60,18,33,45.83,0.7863,0.3496,0.0547,0.5015,0.7163,0.6083,0.0508,0.4373,0.3303,0.5795,0.1719,0.0403,0.7117,4,4,6,0.4333,1
6,42,14,18,63.48,0.693,0.1916,0.353,0.5231,0.8093,0.2894,0.415,0.598,0.5653,0.3917,0.3911,0.1864,0.5256,3,1,13,0.2589,1
11,38,21,18,67.48,0.5508,0.429,0.1942,0.4139,0.5357,0.5078,0.4776,0.6367,0.5431,0.4645,0.3023,0.3199,0.4565,3,3,8,0.1266,2
7,43,14,18,68.89,0.5666,0.464,0.4506,0.1853,0.2855,0.1896,0.5187,0.1434,0.1681,0.404,0.554,0.1222,0.4025,2,3,5,0.4445,0
11,31,7,25,40.87,0.4564,0.7702,0.2926,0.3784,0.093,0.0802,0.3291,0.6287,0.2071,0.0683,0.1684,0.1029,0.7216,2,4,7,0.6209,0
11,46,23,27,58.46,0.4428,0.4198,0.4225,0.5531,0.2105,0.0137,0.4334,0.6955,0.3256,0.1403,0.2048,0.2486,0.3686,3,2,11,0.1032,2
6,16,6,5,56.93,0.4594,0.7091,0.3882,0.406,0.3551,0.226,0.392,0.4747,0.435,0.2358,0.1605,0.1896,0.2849,1,1,9,0.4864,0
12,52,17,27,62.09,0.3321,0.1008,0.2628,0.4459,0.1972,0.1329,0.5552,0.7568,0.4502,0.3444,0.3619,0.5421,0.5081,3,4,13,0.3039,2
6,37,12,12,36.14,0.7239,0.1594,0.0789,0.6285,0.7721,0.8567,0.1105,0.4034,0.4144,0.3363,0.1047,0.14,0.4141,2,0,6,0.3915,1
10,37,9,30,50.63,0.239,0.705,0.7233,0.3242,0.1519,0.3561,0.3277,0.5365,0.3977,0.1426,0.3552,0.4196,0.3668,2,2,8,0.1253,0
6,22,10,14,17.52,0.4279,0.6157,0.3843,0.195,0.4278,0.1935,0.2784,0.3327,0.3596,0.1769,0.2663,0.2709,0.5369,1,2,0,0.2282,0
8,54,14,23,49.23,0.2613,0.5095,0.4849,0.1753,0.0333,0.1406,0.5423,0.4831,0.1203,0.2356,0.1961,0.2058,0.3826,2,3,9,0.4277,0
7,25,12,13,38.76,0.424,0.68,0.7867,0.3699,0.412,0.1241,0.2121,0.2326,0.5986,0.3885,0.3496,0.1171,0.457,2,3,6,0.3749,0
11,46,12,28,44.28,0.466,0.3966,0.7501,0.2571,0.4088,0.4863,0.1483,0.1601,0.3907,0.5105,0.1201,0.0974,0.5834,3,3,5,0.6438,0
10,44,19,26,52.86,0.339,0.3258,0.5227,0.46,0.2176,0.1668,0.2338,0.2802,0.3276,0.3767,0.199,0.6436,0.4951,3,2,6,0.3544,0
6,38,8,13,41.01,0.2261,0.1983,0.3151,0.201,0.1394,0.127,0.3734,0.0965,0.621,0.4369,0.6533,0.6061,0.3852,2,2,3,0.5733,3
5,27,10,17,70.91,0.338,0.5949,0.5174,0.3902,0.3384,0.0202,0.255,0.4544,0.0931,0.5249,0.1227,0.3147,0.3653,2,1,8,0.1931,0
7,32,16,17,46.66,0.4484,0.2579,0.0801,0.173,0.3566,0.5235,0.2373,0.333,0.3878,0.4051,0.6392,0.6638,0.4908,2,4,4,0.0964,3
8,34,15,27,55.51,0.5787,0.327,0.4106,0.483,0.7657,0.4438,0.4217,0.2241,0.4395,0.4508,0.3824,0.2996,0.7221,3,5,10,0.3098,1
9,48,17,30,59.34,0.5235,0.5725,0.6122,0.4001,0.5073,0.7901,0.4699,0.3632,0.4225,0.2077,0.5079,0.4016,0.4573,3,3,8,0.2605,0
6,50,9,17,37.34,0.578,0.6774,0.5492,0.1376,0.362,0.5722,0.1252,0.251,0.3768,0.1587,0.3282,0.227,0.4247,2,3,4,0.3838,0
7,30,8,13,35.66,0.5402,0.9122,0.4907,0.2816,0.1926,0.442,0.1295,0.3621,0.3234,0.2352,0.1794,0.2314,0.3082,2,1,4,0.4456,0
9,59,15,21,65.96,0.7074,0.5583,0.3869,0.5672,0.8325,0.6207,0.3249,0.284,0.2222,0.6336,0.1549,0.0389,0.3794,3,3,11,0.1403,1
9,45,22,25,76.39,0.4004,0.2819,0.3136,0.3381,0.1735,0.3814,0.3593,0.0442,0.3124,0.9228,0.4878,0.3018,0.3658,4,5,6,0.5079,3
5,50,13,22,36.18,0.3834,0.3826,0.6826,0.1188,0.3287,0.1957,0.1258,0.5133,0.1694,0.2573,0.479,0.5702,0.4577,2,4,9,0.3513,0
5,24,15,13,72.78,0.4424,0.3191,0.4269,0.3666,0.4538,0.2798,0.7747,0.4214,0.5817,0.4975,0.2162,0.3461,0.3469,2,4,7,0.1826,2
9,47,20,27,61.8,0.2402,0.3699,0.6427,0.3692,0.2492,0.1218,0.5005,0.6902,0.309,0.2382,0.3458,0.0836,0.4448,3,1,9,0.0605,2
6,29,9,12,41.1,0.5658,0.3368,0.4045,0.2441,0.7247,0.3216,0.0996,0.4353,0.1082,0.5683,0.6483,0.4489,0.6506,2,3,6,0.4484,3
10,40,17,23,55.46,0.7747,0.4223,0.2561,0.6653,0.8089,0.5607,0.3522,0.1073,0.1846,0.3795,0.3309,0.0478,0.5217,3,6,8,0.7023,1
7,35,5,21,83.29,0.1069,0.1089,0.205,0.199,0.2509,0.3569,0.5322,0.5504,0.5889,0.4483,0.3294,0.1863,0.3813,1,2,11,0.4636,2
12,59,15,31,45.25,0.2118,0.2574,0.5013,0.1039,0.132,0.3234,0.351,0.1074,0.4192,0.2582,0.5207,0.439,0.4111,4,5,5,0.2398,3
8,40,9,23,74.47,0.1678,0.0779,0.1913,0.2784,0.3833,0.4672,0.7296,0.4578,0.5745,0.4256,0.2075,0.2157,0.5553,2,2,12,0.6019,2
6,27,7,10,42.44,0.5697,0.4589,0.1444,0.6039,0.7195,0.169,0.3065,0.1705,0.2495,0.2059,0.0803,0.424,0.3212,2,3,4,0.4104,1
5,36,13,15,59.0,0.5712,0.4004,0.4049,0.6979,0.4609,0.3687,0.3364,0.4184,0.3095,0.3371,0.3012,0.0557,0.4855,2,2,9,0.4145,1
6,34,9,16,52.61,0.4418,0.2773,0.6703,0.3369,0.2847,0.4589,0.3612,0.2227,0.4127,0.2193,0.5932,0.3357,0.5587,2,3,5,0.8067,0
10,27,16,20,60.49,0.289,0.6014,0.7949,0.2582,0.253,0.2128,0.3858,0.5282,0.1352,0.3076,0.5864,0.156,0.4963,2,3,6,0.4077,0
6,30,5,25,53.8,0.2657,0.2958,0.4502,0.0956,0.0914,0.1747,0.3265,0.0957,0.1387,0.4645,0.6799,0.5886,0.3447,2,2,8,0.3079,3
8,33,13,20,39.34,0.3466,0.5131,0.7686,0.3752,0.3198,0.0519,0.5355,0.2886,0.1047,0.272,0.5029,0.1401,0.524,2,5,9,0.2741,0
5,50,10,24,52.78,0.713,0.6733,0.6208,0.5445,0.5139,0.1338,0.2368,0.185,0.4669,0.1743,0.2138,0.1775,0.6303,2,1,8,0.4962,0
6,22,10,12,65.63,0.2872,0.0746,0.2273,0.2073,0.0695,0.3733,0.4959,0.647,0.7187,0.4335,0.1382,0.3921,0.3353,1,3,12,0.6761,2
5,22,13,11,56.78,0.4213,0.2905,0.48,0.1404,0.2924,0.3687,0.7227,0.395,0.6503,0.2819,0.3049,0.2227,0.1933,2,1,8,0.3097,2
5,22,1,17,53.07,0.5696,0.6029,0.1026,0.0524,0.4392,0.4786,0.1056,0.2893,0.3566,0.7436,0.6582,0.5606,0.6456,1,2,9,0.5244,3
12,47,12,22,61.83,0.6466,0.2096,0.5626,0.6459,0.6603,0.581,0.3635,0.1044,0.3831,0.6179,0.5297,0.3702,0.468,3,4,9,0.5568,1
10,46,18,27,63.76,0.3464,0.3816,0.4782,0.0252,0.0872,0.304,0.1176,0.6345,0.2449,0.6024,0.3521,0.4211,0.6848,3,2,11,0.4453,3
7,16,13,14,55.35,0.5673,0.6438,0.1355,0.1258,0.6338,0.093,0.6507,0.7294,0.573,0.1011,0.2575,0.1157,0.611,2,2,8,0.6057,2
11,32,15,25,41.91,0.3974,0.5721,0.2981,0.4049,0.4111,0.4282,0.4228,0.0903,0.1082,0.3054,0.3306,0.4232,0.5731,3,6,6,0.0,0
5,25,10,10,46.76,0.4195,0.7097,0.6408,0.4108,0.1753,0.1278,0.0665,0.1956,0.2286,0.5753,0.3952,0.2444,0.4176,1,3,7,0.4655,0
8,38,10,19,64.43,0.0138,0.0791,0.1672,0.2055,0.0181,0.2162,0.2908,0.7344,0.5015,0.3552,0.4217,0.3361,0.6172,2,1,7,0.8158,2
12,47,11,20,42.86,0.5062,0.7808,0.7223,0.1951,0.3107,0.0412,0.1291,0.2643,0.4047,0.4552,0.2999,0.0632,0.3883,3,1,6,0.4838,0
10,44,9,20,67.39,0.3171,0.2606,0.263,0.2874,0.2106,0.1087,0.4153,0.2766,0.5118,0.1084,0.2742,0.4582,0.6727,3,1,9,0.4578,2
6,40,11,20,47.77,0.5097,0.5035,0.5386,0.4382,0.5612,0.1781,0.3112,0.3749,0.2029,0.508,0.0598,0.2834,0.4405,2,3,8,0.5171,0
6,34,10,14,44.75,0.4215,0.2578,0.1676,0.2517,0.6264,0.3903,0.3743,0.1689,0.3596,0.1822,0.2433,0.3488,0.3742,2,3,5,0.2628,1
7,27,13,13,63.51,0.3143,0.2244,0.555,0.2721,0.1177,0.2952,0.0227,0.2632,0.0631,0.4244,0.0496,0.4191,0.2704,2,2,10,0.5898,0
11,32,9,13,32.76,0.3525,0.1643,0.3627,0.403,0.237,0.1819,0.1208,0.4589,0.0453,0.109,0.0563,0.3706,0.3906,2,4,4,0.5089,0
10,42,13,21,56.07,0.7524,0.9302,0.6269,0.3846,0.8558,0.3711,0.4352,0.4166,0.3518,0.2387,0.2137,0.136,0.5383,3,3,12,0.6886,0
11,41,11,21,50.68,0.3898,0.2042,0.3437,0.3891,0.7143,0.4358,0.3457,0.4788,0.2625,0.1415,0.2271,0.398,0.4168,3,1,10,0.6212,1
7,49,15,25,41.58,0.4808,0.4764,0.1941,0.6387,0.374,0.6561,0.1932,0.3426,0.6595,0.241,0.3404,0.0355,0.5614,3,4,2,0.4066,1
11,28,15,14,61.29,0.4059,0.2929,0.3653,0.7559,0.4704,0.4531,0.4709,0.426,0.3511,0.2162,0.1509,0.1832,0.3791,2,2,11,0.3953,1
5,21,6,8,57.81,0.4152,0.2651,0.2783,0.2388,0.2979,0.314,0.1031,0.2344,0.5513,0.6624,0.6412,0.5589,0.2977,1,1,4,0.6747,3
5,29,18,19,31.67,0.4225,0.4506,0.1417,0.3948,0.2845,0.1131,0.3478,0.2483,0.6923,0.2377,0.5465,0.0611,0.4624,2,3,2,0.3984,2
8,51,14,20,37.88,0.2991,0.2788,0.2654,0.0392,0.2749,0.3563,0.4225,0.4986,0.4327,0.2512,0.4173,0.3217,0.3815,3,3,4,0.5156,2
9,18,7,4,65.47,0.486,0.2882,0.1787,0.0926,0.2207,0.1526,0.7081,0.6105,0.227,0.2183,0.3993,0.1389,0.4504,2,1,5,0.3604,2
6,10,2,12,60.21,0.485,0.5338,0.7202,0.3437,0.045,0.5816,0.5366,0.5046,0.1698,0.2602,0.4466,0.2547,0.5595,1,5,6,0.425,0
8,48,19,28,68.1,0.5013,0.1517,0.4814,0.5964,0.6937,0.3391,0.5919,0.1615,0.0839,0.5792,0.3482,0.196,0.3433,3,1,6,0.4655,1
6,44,22,19,63.06,0.6447,0.3056,0.3996,0.6834,0.6178,0.7016,0.3635,0.5722,0.4231,0.4389,0.1399,0.2669,0.6522,3,4,8,0.5349,1
9,38,16,15,42.47,0.3358,0.3882,0.3045,0.1777,0.1565,0.3238,0.3312,0.2868,0.2632,0.1207,0.4868,0.1728,0.4174,2,5,6,0.4387,0
9,46,16,23,95.0,0.4772,0.4499,0.1879,0.3559,0.1992,0.3636,0.8053,0.6024,0.3783,0.3406,0.1132,0.4183,0.5113,3,4,13,0.2776,2
10,41,11,23,46.04,0.6298,0.2508,0.2386,0.8148,0.6127,0.3205,0.2813,0.3454,0.1991,0.0952,0.3472,0.2836,0.3765,3,4,9,0.4617,1
8,41,8,16,42.67,0.0955,0.0897,0.3329,0.2649,0.187,0.247,0.0389,0.2823,0.1186,0.865,0.5081,0.515,0.5574,2,2,5,0.4678,3
7,19,5,10,59.05,0.3079,0.4592,0.6609,0.3729,0.0542,0.3373,0.2694,0.3416,0.1298,0.2744,0.1775,0.1036,0.1837,1,1,11,0.5823,0
10,43,9,21,49.55,0.4663,0.5313,0.2579,0.2321,0.2543,0.3764,0.1579,0.2754,0.1239,0.6035,0.5381,0.7918,0.4941,3,4,8,0.5221,3
9,30,10,16,45.95,0.1491,0.493,0.7323,0.0684,0.0581,0.2339,0.3634,0.3251,0.1347,0.3677,0.148,0.0798,0.4636,2,4,4,0.5563,0
10,37,13,19,52.42,0.3538,0.2274,0.285,0.3543,0.2586,0.1874,0.1141,0.2554,0.3138,0.6719,0.5678,0.2884,0.5974,2,5,9,0.4994,3
11,49,17,25,50.93,0.5378,0.6031,0.7118,0.2996,0.593,0.1691,0.2762,0.2616,0.1977,0.4782,0.0486,0.0744,0.5386,4,4,5,0.4838,0
12,43,13,21,36.35,0.3553,0.6375,0.7851,0.1377,0.1754,0.2119,0.1721,0.6264,0.3713,0.2043,0.2646,0.1127,0.283,3,3,5,0.5448,0
7,46,9,30,52.92,0.5999,0.5782,0.134,0.2493,0.0587,0.1711,0.0446,0.2855,0.2814,0.913,0.8484,0.5489,0.4175,3,1,7,0.4035,3
5,36,13,22,29.34,0.3734,0.7698,0.4744,0.1214,0.0276,0.2542,0.4302,0.2851,0.1,0.0488,0.2044,0.2096,0.6465,2,3,5,0.6169,0
10,52,16,28,59.04,0.6499,0.3088,0.2049,0.7858,0.4289,0.4006,0.3599,0.2168,0.2602,0.291,0.084,0.1632,0.2626,3,4,6,0.5457,1
9,41,14,27,28.98,0.6027,0.7252,0.4312,0.7427,0.6132,0.6064,0.1936,0.09,0.3308,0.1777,0.2287,0.2281,0.5108,3,5,6,0.3109,1
8,40,11,19,76.01,0.2976,0.298,0.0389,0.2747,0.0566,0.0302,0.7306,0.3633,0.7582,0.3627,0.4136,0.2101,0.5423,2,5,12,0.3476,2
12,65,18,35,13.02,0.4641,0.3617,0.4539,0.4622,0.5578,0.5258,0.1024,0.5999,0.2645,0.0591,0.1587,0.0906,0.3279,4,3,1,0.205,2
8,16,7,12,63.35,0.6613,0.8678,0.7884,0.2381,0.5835,0.493,0.5749,0.4261,0.1931,0.3814,0.2816,0.4265,0.3156,2,4,9,0.0005,0
8,53,20,32,42.09,0.6471,0.3271,0.574,0.698,0.8859,0.4327,0.2088,0.3493,0.1407,0.2176,0.4185,0.3965,0.6532,4,6,7,0.3554,1
11,30,11,13,95.0,0.1591,0.1934,0.2202,0.1831,0.2146,0.0223,0.8568,0.8553,0.6911,0.1142,0.1944,0.3919,0.6721,3,4,11,0.7089,2
9,30,15,16,61.02,0.2772,0.7036,0.5331,0.3535,0.1643,0.5668,0.356,0.8504,0.0414,0.1725,0.0636,0.2303,0.4776,2,2,7,0.3692,0
9,53,15,27,61.51,0.4754,0.6266,0.1115,0.4434,0.0485,0.267,0.8157,0.5873,0.5299,0.2535,0.2133,0.1265,0.451,3,2,10,0.1915,2
8,42,23,20,29.3,0.5482,0.606,0.6374,0.5163,0.6844,0.512,0.1679,0.1827,0.3921,0.2853,0.0521,0.4178,0.3078,3,2,4,0.2788,0
8,54,18,20,53.06,0.5354,0.1989,0.4214,0.4243,0.411,0.6808,0.437,0.1047,0.256,0.1495,0.0418,0.2778,0.4119,3,3,5,0.504,1
8,41,16,20,51.64,0.4114,0.6773,0.1764,0.4564,0.3299,0.3962,0.082,0.6629,0.3776,0.3212,0.1176,0.4194,0.3822,3,5,9,0.4795,1
6,43,11,22,58.56,0.1769,0.099,0.4979,0.0802,0.1247,0.09,0.6547,0.4141,0.5777,0.1215,0.6661,0.1409,0.5394,2,2,9,0.423,2
8,30,10,13,43.02,0.3079,0.3327,0.3374,0.0965,0.197,0.7179,0.3451,0.3997,0.6159,0.2487,0.1992,0.1142,0.3707,2,1,4,0.2945,1
11,33,9,18,39.49,0.2622,0.6638,0.5725,0.1903,0.3271,0.3074,0.0217,0.2213,0.0019,0.4208,0.4879,0.3038,0.5501,2,2,5,0.5281,3
9,35,12,19,59.24,0.6656,0.2717,0.5207,0.6673,0.6973,0.7219,0.4401,0.1128,0.5393,0.3018,0.0347,0.2729,0.392,3,3,9,0.4162,1
12,47,14,31,82.83,0.2537,0.4735,0.1845,0.2921,0.2147,0.1081,0.6142,0.3678,0.3945,0.5741,0.1642,0.2731,0.3749,4,3,10,0.4959,2
9,42,13,22,23.84,0.5898,0.8639,0.385,0.7381,0.0611,0.221,0.2969,0.1907,0.1575,0.1643,0.2331,0.1023,0.372,3,3,2,0.34,0
10,34,21,21,60.65,0.2403,0.2064,0.5523,0.1795,0.0781,0.3897,0.3279,0.1393,0.4961,0.6358,0.5186,0.7164,0.3495,3,3,8,0.7484,3
12,33,19,26,27.2,0.5205,0.653,0.2067,0.4029,0.4305,0.3045,0.2591,0.2788,0.6493,0.0439,0.0877,0.1391,0.3714,3,2,5,0.0797,1
7,48,18,19,52.89,0.3884,0.2001,0.6567,0.3256,0.8056,0.5893,0.154,0.0235,0.142,0.5399,0.0691,0.1834,0.1899,2,2,8,0.5412,1
12,57,24,25,53.81,0.4191,0.4821,0.4103,0.696,0.2593,0.1866,0.582,0.3528,0.3832,0.1122,0.2346,0.1737,0.4148,4,2,4,0.3712,0
8,17,15,10,44.47,0.545,0.6891,0.3785,0.2165,0.4924,0.6926,0.1839,0.3423,0.3331,0.374,0.3025,0.2878,0.5038,2,3,6,0.6688,1
5,40,9,15,59.14,0.2961,0.2523,0.1847,0.3403,0.387,0.216,0.4888,0.4771,0.4082,0.267,0.217,0.086,0.2524,1,1,6,0.4379,2
7,21,5,9,64.37,0.4057,0.2516,0.2974,0.4136,0.2891,0.2366,0.0933,0.0994,0.0428,0.7954,0.6767,0.6047,0.3621,1,2,9,0.3344,3
11,45,13,30,49.09,0.4228,0.7139,0.2311,0.6005,0.365,0.6299,0.231,0.551,0.2969,0.3884,0.2143,0.3169,0.6634,3,3,4,0.4313,1
10,58,20,35,39.88,0.851,0.6563,0.7192,0.8344,0.8057,0.3494,0.2423,0.0396,0.558,0.3634,0.1944,0.5452,0.3286,4,2,5,0.365,1
9,38,11,25,54.88,0.1136,0.2328,0.5192,0.3291,0.0143,0.1919,0.6059,0.5286,0.4245,0.1172,0.1729,0.102,0.4069,3,3,6,0.4754,2
6,25,8,14,44.13,0.6596,0.7104,0.4396,0.104,0.5059,0.1681,0.2419,0.6387,0.2961,0.1627,0.4927,0.1279,0.6804,2,1,6,0.5714,0
6,34,11,16,27.45,0.612,0.331,0.3578,0.7576,0.7589,0.4234,0.074,0.2438,0.1972,0.3253,0.3419,0.0557,0.2844,2,3,4,0.5579,1
5,42,10,16,63.13,0.3984,0.3853,0.4648,0.1047,0.2371,0.105,0.5243,0.3778,0.2964,0.5067,0.1899,0.0493,0.2395,2,2,5,0.5811,0
